dataset,original_name,mapping_name
Germany,11.100999999998749_DE_KN_industrial3_pv_roof.csv,01_11.100999999998749_DE_KN_industrial3_pv_roof.csv
Germany,14.599999999998545_DE_KN_industrial2_pv.csv,02_14.599999999998545_DE_KN_industrial2_pv.csv
Germany,3.845999999999549_DE_KN_residential3_pv.csv,03_3.845999999999549_DE_KN_residential3_pv.csv
Germany,4.170000000000073_DE_KN_industrial1_pv_2.csv,04_4.170000000000073_DE_KN_industrial1_pv_2.csv
Germany,4.75_DE_KN_industrial1_pv_1.csv,05_4.75_DE_KN_industrial1_pv_1.csv
Germany,6.055000000000291_DE_KN_industrial3_pv_facade.csv,06_6.055000000000291_DE_KN_industrial3_pv_facade.csv
Germany,7.64600000000064_DE_KN_residential6_pv.csv,07_7.64600000000064_DE_KN_residential6_pv.csv
Germany,8.197000000000116_DE_KN_residential1_pv.csv,08_8.197000000000116_DE_KN_residential1_pv.csv
Germany,8.784999999999854_DE_KN_residential4_pv.csv,09_8.784999999999854_DE_KN_residential4_pv.csv
